packets,bytes,port,protocol,bytes_per_packet,label
55,13511.85,80,TCP,245.67,Normal
243,12227.76,23,ICMP,50.32,Suspicious
1940,41360.8,23,TCP,21.32,Malicious
145,19727.25,443,ICMP,136.05,Suspicious
735,18426.45,22,ICMP,25.07,Malicious
47,35311.1,53,TCP,751.3,Normal
57,12679.08,445,TCP,222.44,Suspicious
2383,72133.41,22,TCP,30.27,Malicious
133,10294.2,22,TCP,77.4,Suspicious
233,9993.37,80,TCP,42.89,Suspicious
280,63557.2,443,ICMP,226.99,Suspicious
48,39694.56,8080,UDP,826.97,Normal
16,8925.76,80,TCP,557.86,Normal
171,23420.16,445,TCP,136.96,Suspicious
34,22533.5,8080,TCP,662.75,Normal
213,42431.73,80,UDP,199.21,Suspicious
45,41161.5,80,TCP,914.7,Normal
155,15555.8,22,ICMP,100.36,Suspicious
28,22181.6,53,TCP,792.2,Normal
1848,66879.12,22,ICMP,36.19,Malicious
1465,51289.65,22,ICMP,35.01,Malicious
53,24530.52,443,TCP,462.84,Normal
1993,127910.74,445,TCP,64.18,Malicious
40,4562.4,3389,UDP,114.06,Suspicious
321,36282.63,23,TCP,113.03,Suspicious
242,37473.7,80,TCP,154.85,Suspicious
207,48864.42,443,UDP,236.06,Suspicious
54,42570.9,80,TCP,788.35,Normal
68,56041.52,53,UDP,824.14,Normal
151,1510,443,TCP,10,Suspicious
2140,46737.6,8080,ICMP,21.84,Malicious
1551,46948.77,23,ICMP,30.27,Malicious
197,33696.85,23,ICMP,171.05,Suspicious
1325,82189.75,22,TCP,62.03,Malicious
181,23987.93,80,TCP,132.53,Suspicious
334,34652.5,22,UDP,103.75,Suspicious
1371,52193.97,22,ICMP,38.07,Malicious
2181,95244.27,23,ICMP,43.67,Malicious
21,13065.36,3306,TCP,622.16,Normal
251,24979.52,23,TCP,99.52,Suspicious
31,24343.37,3306,TCP,785.27,Normal
204,48972.24,23,TCP,240.06,Suspicious
2163,54615.75,22,ICMP,25.25,Malicious
2354,105694.6,23,TCP,44.9,Malicious
45,25718.85,8080,UDP,571.53,Normal
49,30473.59,80,TCP,621.91,Normal
12,6324.96,53,TCP,527.08,Normal
43,39720.39,80,TCP,923.73,Normal
1054,46207.36,3389,UDP,43.84,Malicious
111,6364.74,22,ICMP,57.34,Suspicious
47,39860.7,443,TCP,848.1,Normal
339,49870.29,80,TCP,147.11,Suspicious
741,41051.4,3389,TCP,55.4,Malicious
28,24615.64,8080,TCP,879.13,Normal
54,46828.26,53,TCP,867.19,Normal
19,9788.04,53,TCP,515.16,Normal
9,8201.52,443,UDP,911.28,Normal
1381,77543.15,3389,TCP,56.15,Malicious
285,36534.15,23,TCP,128.19,Suspicious
788,40558.36,445,TCP,51.47,Malicious
1011,10231.32,22,ICMP,10.12,Malicious
282,41225.58,23,UDP,146.19,Suspicious
1469,86377.2,22,TCP,58.8,Malicious
97,13482.03,443,TCP,138.99,Suspicious
411,42785.1,3389,TCP,104.1,Suspicious
1109,22324.17,8080,ICMP,20.13,Malicious
42,40283.46,3306,TCP,959.13,Normal
1296,54146.88,3389,ICMP,41.78,Malicious
237,34985.94,23,TCP,147.62,Suspicious
10,5271.7,8080,TCP,527.17,Normal
204,4175.88,80,UDP,20.47,Suspicious
1792,28224.0,8080,UDP,15.75,Malicious
132,23299.32,443,ICMP,176.51,Suspicious
1825,1825,445,TCP,1,Malicious
187,43486.85,3389,TCP,232.55,Suspicious
1043,36776.18,23,TCP,35.26,Malicious
2785,63804.35,3389,TCP,22.91,Malicious
52,49819.64,8080,TCP,958.07,Normal
55,35532.2,80,TCP,646.04,Normal
31,22961.7,8080,TCP,740.7,Normal
250,39327.5,80,UDP,157.31,Suspicious
127,20054.57,443,UDP,157.91,Suspicious
29,11339.0,8080,TCP,391.0,Normal
3642,210034.14,22,ICMP,57.67,Malicious
149,10948.52,445,ICMP,73.48,Suspicious
174,32953.86,80,TCP,189.39,Suspicious
160,11737.6,445,UDP,73.36,Suspicious
215,14170.65,23,UDP,65.91,Suspicious
57,61929.36,53,TCP,1086.48,Normal
71,70094.04,3306,TCP,987.24,Normal
1,826.43,53,TCP,826.43,Normal
73,84396.76,443,TCP,1156.12,Normal
2665,35711.0,445,UDP,13.4,Malicious
89,101744.8,8080,UDP,1143.2,Normal
2253,75452.97,23,ICMP,33.49,Malicious
292,57632.04,22,TCP,197.37,Suspicious
500,7460.0,8080,UDP,14.92,Malicious
44,35625.48,443,TCP,809.67,Normal
1124,40138.04,3389,UDP,35.71,Malicious
2550,113475.0,8080,ICMP,44.5,Malicious
32,21135.36,53,TCP,660.48,Normal
325,7367.75,3389,ICMP,22.67,Suspicious
263,2630,443,TCP,10,Suspicious
58,32462.6,443,TCP,559.7,Normal
2234,72716.7,445,TCP,32.55,Malicious
16,5787.36,443,TCP,361.71,Normal
1477,60069.59,22,TCP,40.67,Malicious
1238,63261.8,3389,ICMP,51.1,Malicious
2209,32030.5,22,TCP,14.5,Malicious
2108,62755.16,445,TCP,29.77,Malicious
1880,27692.4,8080,ICMP,14.73,Malicious
132,16671.6,23,TCP,126.3,Suspicious
2445,129071.55,23,ICMP,52.79,Malicious
1706,30980.96,22,ICMP,18.16,Malicious
300,5664.0,8080,TCP,18.88,Malicious
37,29568.18,53,TCP,799.14,Normal
3005,236763.95,3389,ICMP,78.79,Malicious
23,15157.0,443,TCP,659.0,Normal
67,65555.48,443,TCP,978.44,Normal
288,44331.84,443,TCP,153.93,Suspicious
100,11226.0,22,TCP,112.26,Suspicious
310,46038.1,3389,TCP,148.51,Suspicious
381,35044.38,22,ICMP,91.98,Suspicious
9,6151.95,443,TCP,683.55,Normal
1395,86224.95,3389,TCP,61.81,Malicious
2005,49884.4,445,TCP,24.88,Malicious
250,2500,3389,TCP,10,Suspicious
918,54189.54,22,ICMP,59.03,Malicious
21,4506.18,443,TCP,214.58,Normal
363,3630,445,TCP,10,Suspicious
416,8286.72,22,UDP,19.92,Suspicious
1,281.38,3306,TCP,281.38,Normal
36,20499.84,8080,UDP,569.44,Normal
26,8916.44,80,TCP,342.94,Normal
43,14969.59,8080,TCP,348.13,Normal
178,38681.18,22,TCP,217.31,Suspicious
32,32390.72,443,TCP,1012.21,Normal
198,41542.38,443,UDP,209.81,Suspicious
33,26704.92,80,TCP,809.24,Normal
263,27609.74,445,TCP,104.98,Suspicious
45,51186.6,443,TCP,1137.48,Normal
143,10341.76,23,TCP,72.32,Suspicious
337,75774.45,443,ICMP,224.85,Suspicious
2626,88942.62,3389,TCP,33.87,Malicious
962,21212.1,23,ICMP,22.05,Malicious
300,5085.0,23,ICMP,16.95,Malicious
8,3494.72,443,TCP,436.84,Normal
240,18264.0,22,TCP,76.1,Suspicious
23,10104.13,443,TCP,439.31,Normal
218,51648.56,3389,TCP,236.92,Suspicious
24,19641.12,8080,UDP,818.38,Normal
44,46704.24,443,TCP,1061.46,Normal
1237,1237,8080,ICMP,1,Malicious
977,50804.0,3389,ICMP,52.0,Malicious
203,45790.71,22,TCP,225.57,Suspicious
56,8534.96,445,TCP,152.41,Suspicious
1593,59227.74,445,TCP,37.18,Malicious
2147,25291.66,22,ICMP,11.78,Malicious
267,33254.85,3389,UDP,124.55,Suspicious
1166,52015.26,23,ICMP,44.61,Malicious
62,58827.46,3306,TCP,948.83,Normal
45,49612.05,3306,TCP,1102.49,Normal
26,24319.1,443,UDP,935.35,Normal
172,12801.96,3389,TCP,74.43,Suspicious
31,26494.77,443,TCP,854.67,Normal
1816,67282.8,22,TCP,37.05,Malicious
1222,28900.3,3389,ICMP,23.65,Malicious
28,11558.4,80,UDP,412.8,Normal
228,47784.24,80,UDP,209.58,Suspicious
26,11330.54,53,TCP,435.79,Normal
44,30853.24,3306,TCP,701.21,Normal
52,849.68,23,TCP,16.34,Suspicious
31,17407.74,443,TCP,561.54,Normal
2385,71025.3,3389,TCP,29.78,Malicious
112,18620.0,443,UDP,166.25,Suspicious
2363,27907.03,23,TCP,11.81,Malicious
37,41528.8,53,UDP,1122.4,Normal
1042,35240.44,3389,ICMP,33.82,Malicious
217,24874.71,23,TCP,114.63,Suspicious
39,20285.07,8080,TCP,520.13,Normal
1303,71534.7,22,ICMP,54.9,Malicious
234,54203.76,443,TCP,231.64,Suspicious
3052,150311.0,22,TCP,49.25,Malicious
382,38574.36,22,ICMP,100.98,Suspicious
272,21531.52,3389,TCP,79.16,Suspicious
328,95753.04,22,UDP,291.93,Suspicious
15,7876.5,3306,TCP,525.1,Normal
244,32156.76,80,TCP,131.79,Suspicious
1185,79300.2,23,ICMP,66.92,Malicious
26,18196.62,3306,UDP,699.87,Normal
126,9907.38,445,TCP,78.63,Suspicious
30,14849.1,443,UDP,494.97,Normal
224,9728.32,443,TCP,43.43,Suspicious
2663,2663,8080,ICMP,1,Malicious
37,18235.82,53,UDP,492.86,Normal
97,12717.67,3389,TCP,131.11,Suspicious
1869,80086.65,445,ICMP,42.85,Malicious
18,11614.86,53,TCP,645.27,Normal
248,18339.6,445,TCP,73.95,Suspicious
3740,311355.0,3389,TCP,83.25,Malicious
39,13971.36,8080,UDP,358.24,Normal
40,2867.2,445,TCP,71.68,Suspicious
1939,114982.7,3389,ICMP,59.3,Malicious
86,2143.98,445,TCP,24.93,Suspicious
9,6389.46,3306,UDP,709.94,Normal
271,2710,445,TCP,10,Suspicious
1923,39248.43,22,TCP,20.41,Malicious
281,65818.63,22,UDP,234.23,Suspicious
1822,39009.02,3389,ICMP,21.41,Malicious
119,9104.69,80,ICMP,76.51,Suspicious
214,42810.7,3389,TCP,200.05,Suspicious
24,29909.76,443,TCP,1246.24,Normal
1452,25671.36,23,UDP,17.68,Malicious
167,4672.66,443,TCP,27.98,Suspicious
1068,54852.48,445,TCP,51.36,Malicious
176,15334.88,22,TCP,87.13,Suspicious
25,17928.5,80,TCP,717.14,Normal
63,25673.13,8080,TCP,407.51,Normal
223,11196.83,22,ICMP,50.21,Suspicious
2024,2024,8080,ICMP,1,Malicious
23,16969.86,8080,TCP,737.82,Normal
50,37487.5,8080,TCP,749.75,Normal
128,10384.64,443,TCP,81.13,Suspicious
1142,21012.8,23,ICMP,18.4,Malicious
47,32121.68,3306,TCP,683.44,Normal
37,19678.45,8080,TCP,531.85,Normal
1523,28251.65,3389,TCP,18.55,Malicious
274,39001.16,22,TCP,142.34,Suspicious
1728,47952.0,445,ICMP,27.75,Malicious
1136,23742.4,445,UDP,20.9,Malicious
297,55239.03,23,TCP,185.99,Suspicious
32,23570.24,53,UDP,736.57,Normal
230,43987.5,3389,TCP,191.25,Suspicious
34,22159.5,3306,TCP,651.75,Normal
44,30539.52,80,TCP,694.08,Normal
66,35918.52,3306,TCP,544.22,Normal
14,11924.22,3306,TCP,851.73,Normal
183,21980.13,445,TCP,120.11,Suspicious
50,72671.0,8080,TCP,1453.42,Normal
228,38340.48,443,TCP,168.16,Suspicious
3246,29214.0,22,TCP,9.0,Malicious
27,23265.09,8080,TCP,861.67,Normal
253,45284.47,445,TCP,178.99,Suspicious
1139,53612.73,8080,TCP,47.07,Malicious
2224,113379.52,8080,TCP,50.98,Malicious
46,16197.52,53,TCP,352.12,Normal
37,30642.66,80,TCP,828.18,Normal
199,35985.17,443,ICMP,180.83,Suspicious
212,2120,22,TCP,10,Suspicious
278,55566.64,445,TCP,199.88,Suspicious
1716,5285.28,445,ICMP,3.08,Malicious
42,8442.0,443,TCP,201.0,Normal
232,26932.88,80,TCP,116.09,Suspicious
1443,38917.71,3389,UDP,26.97,Malicious
1979,3087.24,22,ICMP,1.56,Malicious
31,25002.43,3306,TCP,806.53,Normal
1532,52516.96,3389,UDP,34.28,Malicious
222,50820.24,445,TCP,228.92,Suspicious
1361,3416.11,22,ICMP,2.51,Malicious
282,37432.68,22,UDP,132.74,Suspicious
184,29294.64,23,TCP,159.21,Suspicious
289,5239.57,23,TCP,18.13,Suspicious
1472,102171.52,23,ICMP,69.41,Malicious
219,2190,23,ICMP,10,Suspicious
198,9727.74,23,TCP,49.13,Suspicious
49,34562.15,3306,TCP,705.35,Normal
2278,113489.96,23,TCP,49.82,Malicious
2822,19274.26,22,TCP,6.83,Malicious
194,43294.98,3389,UDP,223.17,Suspicious
191,11460.0,80,TCP,60.0,Suspicious
235,14797.95,23,ICMP,62.97,Suspicious
1397,50292.0,3389,TCP,36.0,Malicious
2022,125242.68,23,ICMP,61.94,Malicious
25,21049.5,443,UDP,841.98,Normal
3260,73317.4,23,TCP,22.49,Malicious
2249,12796.81,23,TCP,5.69,Malicious
7,4617.41,80,TCP,659.63,Normal
2340,160687.8,445,TCP,68.67,Malicious
53,56067.64,3306,TCP,1057.88,Normal
1778,120068.34,3389,ICMP,67.53,Malicious
56,64271.2,3306,TCP,1147.7,Normal
55,550,443,TCP,10,Suspicious
263,35149.95,80,UDP,133.65,Suspicious
345,3450,22,ICMP,10,Suspicious
300,3933.0,8080,TCP,13.11,Malicious
1878,118351.56,22,TCP,63.02,Malicious
51,23630.34,80,TCP,463.34,Normal
28,18837.0,443,TCP,672.75,Normal
35,28855.05,80,TCP,824.43,Normal
1603,41710.06,22,TCP,26.02,Malicious
3039,91747.41,3389,TCP,30.19,Malicious
42,8948.1,443,TCP,213.05,Normal
1750,73535.0,445,ICMP,42.02,Malicious
1,705.21,3306,TCP,705.21,Normal
25,10345.0,443,TCP,413.8,Normal
202,22676.52,443,TCP,112.26,Suspicious
49,46842.53,53,TCP,955.97,Normal
31,31680.76,53,TCP,1021.96,Normal
7,5237.33,3306,TCP,748.19,Normal
81,44131.23,3306,TCP,544.83,Normal
1501,31145.75,3389,UDP,20.75,Malicious
1430,31231.2,3389,ICMP,21.84,Malicious
24,13181.28,3306,TCP,549.22,Normal
44,31374.64,8080,TCP,713.06,Normal
133,27394.01,3389,TCP,205.97,Suspicious
26,35311.38,53,TCP,1358.13,Normal
1966,1966,22,TCP,1,Malicious
232,12316.88,80,TCP,53.09,Suspicious
150,1500,445,TCP,10,Suspicious
138,24420.48,80,TCP,176.96,Suspicious
166,9596.46,3389,ICMP,57.81,Suspicious
357,45371.13,443,TCP,127.09,Suspicious
18,13861.44,80,TCP,770.08,Normal
1506,86203.44,22,TCP,57.24,Malicious
2547,67087.98,3389,TCP,26.34,Malicious
2435,86004.2,23,TCP,35.32,Malicious
170,8970.9,3389,ICMP,52.77,Suspicious
79,11755.2,443,UDP,148.8,Suspicious
264,38929.44,443,TCP,147.46,Suspicious
190,36734.6,23,ICMP,193.34,Suspicious
192,9248.64,22,ICMP,48.17,Suspicious
2251,8148.62,8080,ICMP,3.62,Malicious
300,12072.0,445,TCP,40.24,Malicious
57,50806.38,8080,TCP,891.34,Normal
239,26949.64,443,UDP,112.76,Suspicious
183,44498.28,23,UDP,243.16,Suspicious
19,9096.82,53,TCP,478.78,Normal
89,7777.71,23,ICMP,87.39,Suspicious
1695,71817.15,3389,UDP,42.37,Malicious
195,29316.3,80,UDP,150.34,Suspicious
1620,55517.4,23,ICMP,34.27,Malicious
61,46616.2,53,TCP,764.2,Normal
677,47098.89,8080,TCP,69.57,Malicious
433,4901.56,3389,TCP,11.32,Malicious
599,599,3389,TCP,1,Malicious
232,25271.76,23,UDP,108.93,Suspicious
2107,28402.36,8080,TCP,13.48,Malicious
188,21176.32,443,TCP,112.64,Suspicious
1783,3619.49,23,ICMP,2.03,Malicious
28,17117.24,443,UDP,611.33,Normal
146,8895.78,23,ICMP,60.93,Suspicious
3641,187948.42,23,ICMP,51.62,Malicious
205,9594.0,445,TCP,46.8,Suspicious
66,4221.36,443,TCP,63.96,Suspicious
17,6273.68,80,TCP,369.04,Normal
1197,32091.57,23,TCP,26.81,Malicious
1693,111077.73,22,TCP,65.61,Malicious
689,15598.96,445,UDP,22.64,Malicious
40,2237.2,80,ICMP,55.93,Suspicious
7,4569.46,53,TCP,652.78,Normal
33,22044.99,8080,TCP,668.03,Normal
284,2840,443,TCP,10,Suspicious
27,27248.67,443,UDP,1009.21,Normal
2290,144544.8,445,TCP,63.12,Malicious
160,35796.8,80,TCP,223.73,Suspicious
1,676.96,3306,TCP,676.96,Normal
2259,100638.45,8080,TCP,44.55,Malicious
227,46614.45,80,TCP,205.35,Suspicious
764,32355.4,22,ICMP,42.35,Malicious
168,11761.68,3389,TCP,70.01,Suspicious
1912,31834.8,3389,TCP,16.65,Malicious
228,53871.84,23,TCP,236.28,Suspicious
175,9880.5,443,UDP,56.46,Suspicious
39,26810.94,80,TCP,687.46,Normal
2447,48572.95,3389,ICMP,19.85,Malicious
229,54502.0,3389,UDP,238.0,Suspicious
195,12813.45,445,TCP,65.71,Suspicious
2319,144543.27,23,UDP,62.33,Malicious
70,20704.6,23,TCP,295.78,Suspicious
1820,30030.0,23,ICMP,16.5,Malicious
1204,85508.08,23,TCP,71.02,Malicious
2083,106524.62,445,ICMP,51.14,Malicious
1844,122220.32,445,ICMP,66.28,Malicious
19,5348.5,443,TCP,281.5,Normal
1545,6767.1,3389,ICMP,4.38,Malicious
271,5021.63,80,TCP,18.53,Suspicious
26,13639.08,8080,TCP,524.58,Normal
34,35262.76,3306,TCP,1037.14,Normal
317,40978.59,23,TCP,129.27,Suspicious
255,2550,443,UDP,10,Suspicious
3361,105602.62,8080,TCP,31.42,Malicious
1217,1217,445,TCP,1,Malicious
51,34581.06,80,TCP,678.06,Normal
164,6532.12,3389,ICMP,39.83,Suspicious
22,10593.44,443,UDP,481.52,Normal
236,59125.08,443,TCP,250.53,Suspicious
1688,66017.68,22,TCP,39.11,Malicious
261,47118.33,80,UDP,180.53,Suspicious
321,53895.9,3389,TCP,167.9,Suspicious
1438,80499.24,8080,TCP,55.98,Malicious
3518,75707.36,445,TCP,21.52,Malicious
35,22160.6,443,TCP,633.16,Normal
1791,11122.11,23,ICMP,6.21,Malicious
1129,55117.78,445,UDP,48.82,Malicious
36,20104.2,53,TCP,558.45,Normal
1468,66926.12,3389,TCP,45.59,Malicious
77,12102.86,23,TCP,157.18,Suspicious
107,14935.06,445,UDP,139.58,Suspicious
31,25964.36,80,TCP,837.56,Normal
105,10891.65,22,ICMP,103.73,Suspicious
49,41749.47,443,TCP,852.03,Normal
114,26357.94,22,ICMP,231.21,Suspicious
218,2180,445,TCP,10,Suspicious
49,24365.25,443,TCP,497.25,Normal
230,27968.0,23,TCP,121.6,Suspicious
145,1450,445,TCP,10,Suspicious
43,27015.18,443,TCP,628.26,Normal
2264,157755.52,23,ICMP,69.68,Malicious
234,17961.84,23,ICMP,76.76,Suspicious
1321,46380.31,445,ICMP,35.11,Malicious
23,18408.28,443,UDP,800.36,Normal
5,3195.0,443,TCP,639.0,Normal
2841,141055.65,3389,ICMP,49.65,Malicious
2119,97876.61,22,TCP,46.19,Malicious
109,9923.36,3389,ICMP,91.04,Suspicious
1380,35535.0,445,ICMP,25.75,Malicious
157,29737.37,22,TCP,189.41,Suspicious
211,37446.17,22,TCP,177.47,Suspicious
1784,115460.48,8080,TCP,64.72,Malicious
216,7754.4,23,ICMP,35.9,Suspicious
93,930,22,TCP,10,Suspicious
19,24304.8,3306,TCP,1279.2,Normal
25,16691.0,80,TCP,667.64,Normal
40,47898.0,3306,UDP,1197.45,Normal
1221,40390.68,8080,TCP,33.08,Malicious
1981,71870.68,22,TCP,36.28,Malicious
261,52414.02,23,UDP,200.82,Suspicious
28,10386.04,53,UDP,370.93,Normal
266,19755.82,23,TCP,74.27,Suspicious
2058,152662.44,22,ICMP,74.18,Malicious
49,23221.1,80,TCP,473.9,Normal
49,38076.92,53,TCP,777.08,Normal
24,18144.72,8080,TCP,756.03,Normal
70,700,23,TCP,10,Suspicious
5,4033.4,53,UDP,806.68,Normal
2467,11224.85,3389,ICMP,4.55,Malicious
1578,78221.46,8080,ICMP,49.57,Malicious
1594,42527.92,23,TCP,26.68,Malicious
1693,17268.6,22,UDP,10.2,Malicious
153,30749.94,445,TCP,200.98,Suspicious
1010,59640.5,3389,ICMP,59.05,Malicious
324,9221.04,8080,TCP,28.46,Malicious
253,31799.57,23,TCP,125.69,Suspicious
1528,29169.52,445,TCP,19.09,Malicious
1992,63385.44,445,TCP,31.82,Malicious
23,14233.09,8080,TCP,618.83,Normal
13,11737.31,80,TCP,902.87,Normal
278,14241.94,80,TCP,51.23,Suspicious
17,7334.14,53,TCP,431.42,Normal
61,53532.99,53,TCP,877.59,Normal
2608,102181.44,445,TCP,39.18,Malicious
235,24320.15,3389,ICMP,103.49,Suspicious
172,51882.08,22,ICMP,301.64,Suspicious
241,35287.22,22,TCP,146.42,Suspicious
238,18925.76,23,ICMP,79.52,Suspicious
115,21425.65,80,TCP,186.31,Suspicious
94,6837.56,80,ICMP,72.74,Suspicious
2353,10894.39,8080,TCP,4.63,Malicious
20,19425.0,53,TCP,971.25,Normal
41,23781.64,443,TCP,580.04,Normal
181,25987.98,22,TCP,143.58,Suspicious
2120,81704.8,3389,TCP,38.54,Malicious
207,34972.65,23,ICMP,168.95,Suspicious
325,9314.5,3389,ICMP,28.66,Suspicious
31,15683.21,80,UDP,505.91,Normal
36,24440.04,80,TCP,678.89,Normal
116,4151.64,443,TCP,35.79,Suspicious
158,27771.66,443,TCP,175.77,Suspicious
23,14435.49,80,UDP,627.63,Normal
19,17663.92,3306,TCP,929.68,Normal
186,9858.0,80,ICMP,53.0,Suspicious
29,9294.21,3306,UDP,320.49,Normal
1594,139761.92,22,TCP,87.68,Malicious
153,15644.25,80,UDP,102.25,Suspicious
46,40169.96,443,TCP,873.26,Normal
8,8207.36,443,UDP,1025.92,Normal
2554,85150.36,445,ICMP,33.34,Malicious
285,36534.15,22,TCP,128.19,Suspicious
2340,75184.2,22,UDP,32.13,Malicious
30,31515.3,8080,TCP,1050.51,Normal
123,4932.3,80,UDP,40.1,Suspicious
1645,18177.25,8080,UDP,11.05,Malicious
36,41858.64,53,TCP,1162.74,Normal
2100,112875.0,8080,TCP,53.75,Malicious
60,10053.0,23,TCP,167.55,Suspicious
34,35923.04,80,TCP,1056.56,Normal
1124,57380.2,3389,TCP,51.05,Malicious
1755,47876.4,22,TCP,27.28,Malicious
70,75458.6,3306,TCP,1077.98,Normal
1863,1863,23,TCP,1,Malicious
238,34250.58,3389,UDP,143.91,Suspicious
242,4082.54,445,TCP,16.87,Suspicious
1882,73849.68,23,ICMP,39.24,Malicious
20,13786.0,443,TCP,689.3,Normal
971,10409.12,445,ICMP,10.72,Malicious
76,5550.28,445,TCP,73.03,Suspicious
21,19702.62,443,TCP,938.22,Normal
34,29378.04,443,TCP,864.06,Normal
34,28646.7,443,TCP,842.55,Normal
1564,89883.08,3389,TCP,57.47,Malicious
199,32769.33,3389,TCP,164.67,Suspicious
2225,83971.5,3389,TCP,37.74,Malicious
224,12647.04,3389,TCP,56.46,Suspicious
209,29128.33,22,TCP,139.37,Suspicious
38,37517.4,8080,TCP,987.3,Normal
1,995.56,8080,TCP,995.56,Normal
307,8909.14,80,ICMP,29.02,Suspicious
1977,8441.79,22,TCP,4.27,Malicious
31,20247.65,8080,TCP,653.15,Normal
30,15957.0,80,TCP,531.9,Normal
2189,104283.96,3389,ICMP,47.64,Malicious
1896,24344.64,23,ICMP,12.84,Malicious
311,85845.33,443,ICMP,276.03,Suspicious
219,21910.95,3389,TCP,100.05,Suspicious
62,53549.4,8080,UDP,863.7,Normal
45,30342.15,53,TCP,674.27,Normal
325,49565.75,445,TCP,152.51,Suspicious
40,9564.8,80,TCP,239.12,Suspicious
23,11283.11,3306,UDP,490.57,Normal
112,12849.76,23,TCP,114.73,Suspicious
1532,112065.8,8080,UDP,73.15,Malicious
41,21761.57,443,TCP,530.77,Normal
1746,77801.76,8080,TCP,44.56,Malicious
38,8081.84,53,UDP,212.68,Normal
48,19891.2,8080,TCP,414.4,Normal
36,23538.96,8080,TCP,653.86,Normal
1685,69674.75,445,ICMP,41.35,Malicious
39,35270.04,443,UDP,904.36,Normal
54,31382.1,53,UDP,581.15,Normal
2299,81200.68,445,ICMP,35.32,Malicious
1646,83600.34,22,TCP,50.79,Malicious
6,2001.48,443,TCP,333.58,Normal
1821,73732.29,445,TCP,40.49,Malicious
23,24617.82,80,TCP,1070.34,Normal
5,3570.2,8080,TCP,714.04,Normal
37,39557.44,53,TCP,1069.12,Normal
2077,102063.78,445,ICMP,49.14,Malicious
23,18159.19,443,TCP,789.53,Normal
309,68940.99,3389,TCP,223.11,Suspicious
1643,102112.45,22,UDP,62.15,Malicious
1969,55250.14,22,TCP,28.06,Malicious
120,13575.6,445,TCP,113.13,Suspicious
2125,87677.5,445,ICMP,41.26,Malicious
3193,223669.65,23,ICMP,70.05,Malicious
2148,107013.36,23,UDP,49.82,Malicious
186,1860,443,ICMP,10,Suspicious
24,23610.0,80,TCP,983.75,Normal
1837,55183.48,3389,TCP,30.04,Malicious
168,11714.64,80,TCP,69.73,Suspicious
45,26538.3,443,TCP,589.74,Normal
41,25177.69,3306,UDP,614.09,Normal
2151,49193.37,3389,TCP,22.87,Malicious
2443,39210.15,22,TCP,16.05,Malicious
286,30945.2,23,ICMP,108.2,Suspicious
1475,45223.5,22,TCP,30.66,Malicious
158,29248.96,443,ICMP,185.12,Suspicious
333,3330,80,TCP,10,Suspicious
160,1600,22,TCP,10,Suspicious
68,33793.96,443,TCP,496.97,Normal
2709,196537.95,3389,TCP,72.55,Malicious
2353,59883.85,22,ICMP,25.45,Malicious
1809,96654.87,22,TCP,53.43,Malicious
232,2320,22,UDP,10,Suspicious
51,1140.87,443,UDP,22.37,Suspicious
1121,42250.49,8080,TCP,37.69,Malicious
432,60030.72,3389,TCP,138.96,Suspicious
86,4095.32,23,TCP,47.62,Suspicious
1337,3462.83,8080,TCP,2.59,Malicious
2758,72369.92,23,ICMP,26.24,Malicious
32,10224.96,53,TCP,319.53,Normal
22,21120.44,53,TCP,960.02,Normal
1983,1983,445,TCP,1,Malicious
114,22294.98,3389,TCP,195.57,Suspicious
199,47471.45,22,TCP,238.55,Suspicious
22,17409.7,3306,TCP,791.35,Normal
30,41976.9,3306,TCP,1399.23,Normal
295,23570.5,445,ICMP,79.9,Suspicious
2344,97299.44,23,ICMP,41.51,Malicious
15,14659.05,8080,TCP,977.27,Normal
2273,62143.82,23,TCP,27.34,Malicious
755,37289.45,3389,TCP,49.39,Malicious
39,35798.1,3306,TCP,917.9,Normal
285,31435.5,445,TCP,110.3,Suspicious
151,1510,23,ICMP,10,Suspicious
51,22981.11,8080,TCP,450.61,Normal
42,26704.86,8080,TCP,635.83,Normal
47,33298.09,80,TCP,708.47,Normal
54,22546.08,443,TCP,417.52,Normal
2144,103276.48,23,TCP,48.17,Malicious
70,55036.1,53,TCP,786.23,Normal
303,55724.73,80,ICMP,183.91,Suspicious
2880,112233.6,3389,ICMP,38.97,Malicious
1025,55626.75,8080,ICMP,54.27,Malicious
27,18599.49,443,TCP,688.87,Normal
21,20375.25,8080,TCP,970.25,Normal
38,22798.1,3306,TCP,599.95,Normal
2265,80067.75,3389,ICMP,35.35,Malicious
26,20330.44,8080,TCP,781.94,Normal
1196,34648.12,8080,TCP,28.97,Malicious
53,52574.41,8080,TCP,991.97,Normal
1868,1868,23,TCP,1,Malicious
224,42983.36,445,ICMP,191.89,Suspicious
175,6506.5,3389,TCP,37.18,Suspicious
2732,8059.4,8080,TCP,2.95,Malicious
58,26548.92,443,TCP,457.74,Normal
53,34669.42,3306,TCP,654.14,Normal
54,26535.6,53,TCP,491.4,Normal
45,37389.6,53,TCP,830.88,Normal
11,7416.31,80,TCP,674.21,Normal
254,44726.86,445,TCP,176.09,Suspicious
1032,5923.68,3389,ICMP,5.74,Malicious
353,20781.11,22,TCP,58.87,Suspicious
2500,49475.0,23,TCP,19.79,Malicious
1645,45122.35,23,TCP,27.43,Malicious
25,16464.0,3306,TCP,658.56,Normal
196,5170.48,23,TCP,26.38,Suspicious
